path,key,zh,en,pt,th,vi,ko
src/locales/lang/table,table.member.member_commiss,佣金,Commission,Comissão,ค่าคอมมิชชั่น,Tiền hoa hồng,
src/locales/lang/table,table.member.member_commission_state,佣金余额,Commission Balance,Saldo da comissão,จำนวนค่าคอมมิชชั่น,Số dư tiền hoa hồng,
src/locales/lang/table,table.member.member_computed_,进行换算。,For Conversion,Para converter.,ทำการคำนวณ,Tiến hành đổi,
src/locales/lang/table,table.member.member_config_multiple,倍率配置,Multiplier Configuration,Configuração de multiplicador,ปรับแต่งอัตราตัวคูณ,Cấu hình phóng đại,
src/locales/lang/table,table.member.member_confirm_upload,确认上传,,,,Xác nhận chuyển lên,
src/locales/lang/table,table.member.member_country_,国家,Country,País,ประเทศ,Quốc gia,
src/locales/lang/table,table.member.member_creat_member,确认新增,Confirm Addition,Confirmar adição,ยืนยันการสร้างใหม่,Xác nhận thêm mới,
src/locales/lang/table,table.member.member_creat_time,创建时间,Creation Time,Hora de criação,เวลาที่สร้าง,Thời gian khởi tạo,
src/locales/lang/table,table.member.member_currency,币种总览,Currency Overview,Visão geral da moeda,ภาพรวมสกุลเงิน,Tổng quan tiền tệ,
src/locales/lang/table,table.member.member_current_level,当前等级,Current Level,Nível atual,ระดับปัจจุบัน,Cấp bậc hiện tại,
src/locales/lang/table,table.member.member_day_input,请输入每日礼金,Please Enter Daily Bonus,"Por favor, insira o bônus diário",โปรดป้อนโบนัสรายวัน,Vui lòng nhập quà tặng hàng ngày,
src/locales/lang/table,table.member.member_deactivate_account,停用账号,Disable Account,Desativar conta,ปิดใช้งานบัญชีผู้ใช้,Tài khoản đang khoá,
src/locales/lang/table,table.member.member_deactivate_discount,停用优惠,Disable Promotion,Desativar promoção,ปิดใช้งานโบนัสเติมเงิน,Ngừng khuyến mãi,
src/locales/lang/table,table.member.member_deactivate_rabate,停用返佣,Disable Commission,Desativar comissão,ปิดใช้งานโบนัสคอมมิชชั่น,Tắt tiền hoa hồng,
src/locales/lang/table,table.member.member_deactivate_walter,停用返水,Disable Rebate,Desativar cashback,ปิดใช้งานโบนัสเงินคืน,Tắt tiền hoàn trả,
src/locales/lang/table,table.member.member_defalt_tip,默认1 倍倍率，每1USDT的投注产生1USDT的VIP流水，可以根据类型单独配置倍率,"Default 1x Multiplier, Each 1 USDT Bet Generates 1 USDT VIP Turnover, Can Configure Multiplier Based on Type","Multiplicador padrão de 1 vez, cada 1 USDT apostado gera 1 USDT de volume VIP, pode configurar multiplicadores por tipo",อัตราตัวคูณเริ่มต้นคือ 1 เท่า ทุกการเดิมพัน 1 USDT จะทำการมอบเทิร์นโอเวอร์ VIP 1 USDT  ซึ่งสามารถกำหนดค่าอัตราแยกตามประเภท,"Mặc định bội số tỷ lệ là 1 lần, mỗi 1USDT đặt cược 1USDT sản sinh 1USDT VIP tiền cược , có thể dựa vào loại hình để độc lập cấu hình bội số",
src/locales/lang/table,table.member.member_defalut,默认,Default,Padrão,ค่าเริ่มต้น,Mặc định,
src/locales/lang/table,table.member.member_defalut_level,默认等级,Default Level,Nível padrão,ระดับเริ่มต้น,Cấp mặc định,
src/locales/lang/table,table.member.member_defalut_tip,默认层级,Default Tier,Hierarquia padrão,ระดับชั้นเริ่มต้น,Cấp bậc mặc định,
src/locales/lang/table,table.member.member_default_set,设为默认,Set as Default,Definir como padrão,ตั้งค่าเป็นค่าเริ่มต้น,Cài làm mặc định,
src/locales/lang/table,table.member.member_delete_account,删除后无法恢复，您确定要删除该出款账号吗？,"Cannot Be Recovered After Deletion, Are You Sure to Delete This Payout Account?","Após excluir, não poderá ser recuperado, você tem certeza de que deseja excluir esta conta de saque?",ไม่สามารถกู้คืนได้หลังจากลบไปแล้ว คุณแน่ใจหรือไม่ว่าต้องการจะลบบัญชีจ่ายเงินนี้,"Không thể phục hồi sau khi xóa, bạn có chắc bạn muốn xóa tài khoản này?",
src/locales/lang/table,table.member.member_delete_adress,删除后无法恢复，您确定要删除该出款地址吗？,"Cannot Be Recovered After Deletion, Are You Sure to Delete This Payout Address?","Após excluir, não poderá ser recuperado, você tem certeza de que deseja excluir este endereço de saque?",ไม่สามารถกู้คืนได้หลังจากลบไปแล้ว คุณแน่ใจหรือไม่ว่าต้องการจะลบที่อยู่จ่ายเงินนี้,"Không thể phục hồi sau khi xóa, bạn có chắc bạn muốn xóa địa chỉ này?",
src/locales/lang/table,table.member.member_deposit_count,存款次数,Deposit Count,Número de depósitos,จำนวนการฝาก,Số lần nạp,
src/locales/lang/table,table.member.member_device_no,设备号,Device Number,Número do dispositivo,หมายเลขอุปกรณ์,Mã thiết bị,
src/locales/lang/table,table.member.member_device_no_correct_tip,请输入正确的设备号,Please Enter Correct Device Number,"Por favor, insira um número de dispositivo válido",โปรดกรอกหมายเลขอุปกรณ์ที่ถูกต้อง,Vui lòng nhập số thiết bị chính xác,
src/locales/lang/table,table.member.member_device_no_tip,请输入设备号,Please Enter Device Number,"Por favor, insira o número do dispositivo",โปรดกรอกหมายเลขอุปกรณ์,Vui lòng nhập số thiết bị,
src/locales/lang/table,table.member.member_device_tip1,注册设备号,Registration Device Number,Número do dispositivo de registro,หมายเลขอุปกรณ์ลงทะเบียน,Mã thiết bị đăng ký,
src/locales/lang/table,table.member.member_device_tip2,登录设备号,Login Device Number,Número do dispositivo de login,หมายเลขอุปกรณ์ล็อกอิน,Mã thiết bị đăng nhập,
src/locales/lang/table,table.member.member_digital,数字货币,Digital Currency,Criptomoeda,สกุลเงินดิจิทัล,Tiền điện tử,
src/locales/lang/table,table.member.member_discount_nomal,优惠正常,Promotion Normal,Promoção normal,โบนัสเติมเงินปกติ,Khuyến mãi bình thường,
src/locales/lang/table,table.member.member_discount_state,优惠,Promotion,Promoção,โบนัสเติมเงิน,Khuyến mãi,
src/locales/lang/table,table.member.member_discount_status,优惠状态,Promotion Status,Status da promoção,สถานะโบนัสเติมเงิน,Tình trạng khuyến mãi,
src/locales/lang/table,table.member.member_discount_stop,优惠停用,Promotion Disabled,Promoção desativada,ปิดการใช้งานโบนัสเติมเงิน,Tạm dừng khuyến mãi,
src/locales/lang/table,table.member.member_download_template,下载模板,,,,Tải xuống mẫu,
src/locales/lang/table,table.member.member_edit_level,编辑VIP等级,Edit VIP Level,Editar nível VIP,แก้ไขระดับ VIP,Chỉnh sửa cấp VIP,
src/locales/lang/table,table.member.member_egame,电竞游戏,E-sports Game,E-sports,เกม E sports,Trò chơi điện tử,
src/locales/lang/table,table.member.member_electic_,电子游艺,Electronic Games,E-Games,เกมคาสิโน,Giải trí điện tử,
src/locales/lang/table,table.member.member_every_day,日奖金,Daily Bonus,Bônus diário,โบนัสรายวัน,Tiền thưởng hàng ngày,
src/locales/lang/table,table.member.member_every_month,月奖金,Monthly Bonus,Bônus mensal,โบนัสรายเดือน,Tiền thưởng hàng tháng,
src/locales/lang/table,table.member.member_every_week,周奖金,Weekly Bonus,Bônus semanal,โบนัสรายสัปดาห์,Tiền thưởng hàng tuần,
src/locales/lang/table,table.member.member_exchange_currency,转换前币种,Currency Before Conversion,Moeda antes da conversão,สกุลเงินก่อนการแลกเปลี่ยน,Tiền tệ trước khi chuyển đổi,
src/locales/lang/table,table.member.member_exchange_log,兑换日志,Exchange Log,Registro de troca,บันทึกการแลกเปลี่ยน,Nhật ký chuyển đổi,
src/locales/lang/table,table.member.member_exprice_rate,经验比例,Experience Ratio,Proporção de experiência,สัดส่วนประสบการณ์,Tỷ lệ kinh nghiệm,
src/locales/lang/table,table.member.member_exprience_tip,经验,Experience,Experiência,ประสบการณ์,Kinh nghiệm,
src/locales/lang/table,table.member.member_exprince_name,经验要求,Experience Requirement,Requisito de experiência,ความต้องของประสบการณ์,Yêu cầu kinh nghiệm,
src/locales/lang/table,table.member.member_exrience_,设置0不增加经验,Set to 0 to Not Increase Experience,Definir 0 não aumenta a experiência,ตั้งค่าเป็น 0 และไม่เพิ่มประสบการณ์ใหม่,Thiết lập 0 không tăng kinh nghiệm,
src/locales/lang/table,table.member.member_fish,捕鱼游戏,Fishing Game,Pescaria,เกมยิงปลา,Trò chơi bắn cá,
src/locales/lang/table,table.member.member_follow,以下有,Below,Inclui,ดังต่อไปนี้,Sau đây có,
src/locales/lang/table,table.member.member_follow_1,个格式不正确，请修改后提交,,,,"Định dạng không chính xác, vui lòng sửa đổi và gửi đi",
src/locales/lang/table,table.member.member_format1,格式不正确，其余账户,"Format Incorrect, Other Accounts","Formato incorreto, outras contas",รูปแบบไม่ถูกต้อง และบัญชีที่เหลือ,"Định dạng sai, tài khoản khác",
src/locales/lang/table,table.member.member_format2,"账户不存在,其余账户","Account Does Not Exist, Other Accounts","Conta não existe, outras contas",ไม่มีบัญชีนี้ และบัญชีที่เหลือ,"Tài khoản không tồn tại, tài khoản khác",
src/locales/lang/table,table.member.member_format3,"账户余额不足,其余账户","Insufficient Balance, Other Accounts","Saldo insuficiente, outras contas",ยอดเงินในบัญชีไม่เพียงพอ และบัญชีที่เหลือ,"Số dư tài khoản là không đủ, tài khoản khác",
src/locales/lang/table,table.member.member_format4,"账号已被停用,其余账户","Account Disabled, Other Accounts","Conta desativada, outras contas",บัญชีที่ถูกปิดใช้งาน และบัญชีที่เหลือ,"Tài khoản đã bị vô hiệu hóa, tài khoản khác",
src/locales/lang/table,table.member.member_fund_log,资金日志,Funds Log,Registro de fundos,บันทึกกองทุน,Nhật ký quỹ,
src/locales/lang/table,table.member.member_fund_success,资金密码修改成功,Funds Password Changed Successfully,Senha de fundos alterada com sucesso,แก้ไขรหัสผ่านของกองทุนสำเร็จ,Mật khẩu quỹ thay đối thành công,
src/locales/lang/table,table.member.member_ge,个,,,อัน,Một,
src/locales/lang/table,table.member.member_gender,性别,Gender,Sexo,เพศ,Giới tính,
src/locales/lang/table,table.member.member_gift_money,请输入晋级礼金,Please Enter Upgrade Bonus,Insira o bônus de promoção,โปรดกรอกโบนัสโปรโมชั่น,Vui lòng nhập tiền thưởng thăng cấp,
src/locales/lang/table,table.member.member_gift_scope,请输入经验要求,Please Enter Experience Requirement,Insira o requisito de experiência,โปรดกรอกข้อกำหนดของประสบการณ์,Vui lòng nhập yêu cầu kinh nghiệm,
src/locales/lang/table,table.member.member_google_success,谷歌验证码修改成功,Google Authenticator Code Changed Successfully,Código Authenticator alterado com sucesso,แก้ไขรหัส 2FA สำเร็จ,Thay đổi thành công mã xác minh Google,
src/locales/lang/table,table.member.member_grade_name,等级别称,Level Alias,Apelido do nível,ชื่อระดับชั้น,Biệt danh cấp,
src/locales/lang/table,table.member.member_history,历史登录,Login History,Histórico de login,ประวัติการล็อกอิน,Lịch sử đăng nhập,
src/locales/lang/table,table.member.member_history_,历史,History,Histórico,ประวัติการใช้งาน,Lịch sử,
src/locales/lang/table,table.member.member_import_err1,手机号码不能为空,,,,Số điện thoại di động không được để trống,
src/locales/lang/table,table.member.member_import_err2,邮箱不能为空,,,,Email không được để trống,
src/locales/lang/table,table.member.member_import_err3,VIP等级不能为空,,,,Cấp VIP không được để trống,
src/locales/lang/table,table.member.member_import_err4,V会员层级不能为空,,,,Cấp hội viên V không được để trống,
src/locales/lang/table,table.member.member_import_err5,真实姓名不能为空,,,,Tên thật không được để trống,
src/locales/lang/table,table.member.member_import_err6,会员类型不能为空,,,,Loại hội viên không được để trống,
src/locales/lang/table,table.member.member_import_members,导入会员,,,,Nhập hội viên,
src/locales/lang/table,table.member.member_import_name,会员列表-导入模板,,,,Danh sách thành viên - Mẫu nhập,
src/locales/lang/table,table.member.member_import_table,导入,Import,Importar,นำเข้า,Nhập,
src/locales/lang/table,table.member.member_info_,会员信息,Member Information,Informações do membro,ข้อมูลสมาชิก,Thông tin thành viên,
src/locales/lang/table,table.member.member_input_level,请输入等级别称,Please Enter Level Alias,Insira o apelido do nível,โปรดกรอกชื่อระดับ,Vui lòng nhập biệt danh cấp,
src/locales/lang/table,table.member.member_inquiry_input,请输入查询内容,Please Enter Query Content,Insira o conteúdo da consulta,โปรดกรอกเนื้อหาอ้างถึง,Vui lòng nhập nội dung tìm kiếm,
src/locales/lang/table,table.member.member_instructions_for_use,使用说明：,,,,Hướng dẫn sử dụng:,
src/locales/lang/table,table.member.member_level_tip,"锁定会员后系统无法自动升级会员层级等级,但可手动调节等级","Locking Member System Does Not Affect Timed Task Execution, But Can Manually Adjust Level","Bloquear membro, o sistema de tarefas programadas do membro não será afetado, mas o nível pode ser ajustado manualmente",ล็อคระบบสมาชิกเมื่อเปิดใช่งาน สมาชิกไม่ได้รับผลกระทบ แต่ต้องทำการปรับระดับได้ด้วยตนเอง,Hệ thống thành viên bị khóa xác định rằng các nhiệm vụ theo lịch trình của thành viên sẽ không bị ảnh hưởng nhưng có thể thủ công điều chỉnh cấp.,
src/locales/lang/table,table.member.member_level_tip1,"锁定会员后系统无法自动升级会员VIP等级,但可手动调节等级",,,,"Sau khi khóa thành viên, hệ thống không thể tự động nâng cấp cấp VIP của thành viên mà có thể điều chỉnh cấp độ theo cách thủ công.",
src/locales/lang/table,table.member.member_level_tip2,删除后无法恢复，您确定删除该会员层级吗？,"Cannot Be Recovered After Deletion, Are You Sure to Delete This Member Tier?","Após excluir, não poderá ser recuperado, você tem certeza de que deseja excluir este nível de membro?",ไม่สามารถกู้คืนได้หลังจากลบไปแล้ว คุณแน่ใจหรือไม่ว่าต้องการจะลบระดับสมาชิกนี้,"Không thể phục hồi sau khi xoá, bạn có chắc chắn muốn xoá cấp bậc hội viên này?",
src/locales/lang/table,table.member.member_limit_commision,限制佣金,Restrict Commission,Restringir comissão,ค่าคอมมิชชั่นที่จำกัด,Hạn chế tiền hoa hồng,
src/locales/lang/table,table.member.member_limit_discount,限制优惠,Restrict Promotion,Restringir promoção,โบนัสเติมเงินที่จำกัด,Giới hạn khuyến mãi,
src/locales/lang/table,table.member.member_limit_rabate,限制返水,Restrict Rebate,Restringir cashback,โบนัสเงินคืนที่จำกัด,Giới hạn tiền trả lại,
src/locales/lang/table,table.member.member_limit_state,限制状态,Restrict Status,Restringir status,สถานะที่จำกัด,Trạng thái giới hạn,
src/locales/lang/table,table.member.member_limit_state_tip,请选择限制状态,,,,Vui lòng chọn trạng thái bắt buộc,
src/locales/lang/table,table.member.member_link_accont,关联账号,Related Account,Conta associada,บัญชีผู้ใช้ที่เกี่ยวข้อง,Tài khoản liên quan,
src/locales/lang/table,table.member.member_live,真人视讯,Live Casino,Live Casino,วิดีโอสด,Video trực tiếp,
src/locales/lang/table,table.member.member_locked_,锁定,Locked,Bloquear,ล็อค,Khoá,
src/locales/lang/table,table.member.member_locked_no,未锁定,Unlocked,Não bloqueado,ยังไม่ล็อค,Chưa khoá,
src/locales/lang/table,table.member.member_login_demond,登录域名,Login Domain,Domínio de login,ชื่อโดเมนที่ล็อกอิน,Tên miền đăng nhập,
src/locales/lang/table,table.member.member_login_device,登录设备,Login Device,Dispositivo de login,อุปกรณ์ล็อกอิน,Thiết bị đăng nhập,
src/locales/lang/table,table.member.member_login_log,登录日志,Login Logs,Registro de login,บันทึกการล็อกอิน,Lịch sử đăng nhập,
src/locales/lang/table,table.member.member_login_same,同登录IP,Same Login IP,Mesmo IP de login,IP เข้าสู่ระบบเดียวกัน,Cùng IP đăng nhập,
src/locales/lang/table,table.member.member_login_success,登录密码修改成功,Login Password Changed Successfully,Senha de login alterada com sucesso,แก้ไขรหัสผ่านการล็อกอินสำเร็จ,Thành công thay đổi mật khẩu đăng nhập,
src/locales/lang/table,table.member.member_login_time,登录时间,Login Time,Hora de login,เวลาล็อกอิน,Thời gian đăng nhập,
src/locales/lang/table,table.member.member_match_name,联赛名称,League Name,Nome do campeonato,ชื่อลีก,Tên giải ngoại anh,
src/locales/lang/table,table.member.member_match_team,联赛队伍,League Team,Times do campeonato,ทีมในลีก,Đội ngoại hạng,
src/locales/lang/table,table.member.member_member,会员,Member,Membro,สมาชิก,Hội viên,
src/locales/lang/table,table.member.member_minute,分钟,Minutes,Minutos,นาที,Phút,
src/locales/lang/table,table.member.member_money_,货币,Currency,Moeda,สกุลเงิน,Tiền tệ,
src/locales/lang/table,table.member.member_money_all,总览,Overview,Visão geral,ภาพรวม,Tổng quát,
src/locales/lang/table,table.member.member_money_all1,全部,,,,Tất cả,
src/locales/lang/table,table.member.member_month,本月,This Month,Este mês,เดือนนี้,Tháng này,
src/locales/lang/table,table.member.member_month_input,请输入每月礼金,Please Enter Monthly Bonus,Insira o bônus mensal,โปรดกรอกโบนัสรายเดือน,Vui lòng nhập tiền thưởng hàng tháng,
src/locales/lang/table,table.member.member_multiple,流水倍数,Turnover Multiplier,Multiplicador de volume de apostas,จำนวนเทิร์นโอเวอร์,Bội số tiền cược,
src/locales/lang/table,table.member.member_name_tip,请输入会员姓名,Please Enter Member Name,Insira o nome do membro,โปรดกรอกชื่อสมาชิก,Vui lòng nhập tên người chơi,
src/locales/lang/member,table.member.member_name_tip1,真实姓名不能为数字,,,,Tên thật không thể là số,
src/locales/lang/table,table.member.member_name_tip3,请输入真实姓名,Please Enter Real Name,Insira o nome real,โปรดกรอกชื่อและนามสกุล,Vui lòng nhập tên thật,
src/locales/lang/member,table.member.member_name_tip_text,必须大于2个字符串,,,,Phải lớn hơn 2 chuỗi,
src/locales/lang/table,table.member.member_new_password,新密码,New Password,Nova senha,รหัสผ่านใหม่,Mật khẩu mới,
src/locales/lang/table,table.member.member_open_bank,开户网点,Account Opening Bank,Banco,ธนาคารเปิดบัญชี,Chi nhánh,
src/locales/lang/table,table.member.member_open_locked,解锁,Unlock,Desbloquear,ปลดล็อค,Mở khoá,
src/locales/lang/table,table.member.member_open_reason,请输入启用原因,Please Enter Activation Reason,Insira o motivo da ativação,โปรดกรอกสาเหตุการเปิดใช้งาน,Vui lòng nhập nguyên nhân mở,
src/locales/lang/table,table.member.member_operate_log,操作日志,Operation Logs,Registro de operações,บันทึกการดำเนินการ,Lịch sử thao tác,
src/locales/lang/table,table.member.member_oprate_event,操作事件,Operation Event,Evento de operação,กิจกรรมที่ดำเนินการ,Sự kiện thao tác,
src/locales/lang/table,table.member.member_oprate_people,操作人员,Operator,Operador,ผู้ดำเนินการ,Người thao tác,
src/locales/lang/table,table.member.member_oprate_tip,操作确认,Operation Confirmation,Confirmação de operação,ยืนยันการกระทำ,Xác nhận thao tác,
src/locales/lang/table,table.member.member_parter_tip1,大股东账号不能为空,Major Shareholder Account Cannot Be Empty,A conta do acionista principal não pode estar vazia,บัญชีผู้ถือหุ้นรายใหญ่ไม่สามารถเว้นว่างได้,Tài khoản cổ đông lớn không được để trống,
src/locales/lang/table,table.member.member_parter_tip2,请输入大股东账号,Please Enter Major Shareholder Account,Insira a conta do acionista principal,โปรดกรอกบัญชีผู้ถือหุ้นรายใหญ่,Vui lòng nhập tài khoản cổ đông lớn,
src/locales/lang/table,table.member.member_partner,大股东,Major Shareholder,Acionista principal,ผู้ถือหุ้นรายใหญ่,Cổ đông lớn,
src/locales/lang/table,table.member.member_partner_username,大股东账号,Major Shareholder Account,Conta do acionista principal,บัญชีผู้ถือหุ้นรายใหญ่,Tài khoản cổ đông lớn,
src/locales/lang/table,table.member.member_people_count,会员人数,Number of Members,Número de membros,จำนวนสมาชิก,Số lượng người chơi,
src/locales/lang/table,table.member.member_points_config,积分配置,Points Configuration,Configuração de pontos,ปรับแต่งคะแนน,Cấu hình tích luỹ,
src/locales/lang/table,table.member.member_promotion,注册来源,Registration Source,Fonte do registro,แหล่งที่ลงทะเบียน,Nguồn đăng ký,
src/locales/lang/table,table.member.member_promotion_gift,晋级奖金,Promotion Bonus,Bônus de promoção,โบนัสเลื่อนระดับ,Tiền thưởng thăng cấp,
src/locales/lang/table,table.member.member_promotion_tip,请输入注册来源,Please Enter Registration Source,Insira a fonte do registro,โปรดกรอกแหล่งที่ลงทะเบียน,Vui lòng nhập nguồn đăng ký,
src/locales/lang/table,table.member.member_promotion_tip1,以美金作为标准货币计算单位,Use USD as the Standard Currency Unit,USD como unidade padrão de cálculo,ใช้เงินดอลลาร์เป็นหน่วยมาตรฐานในการคำนวณ,Dựa vào đồng USD làm đơn vị tiêu chuẩn tính toán,
src/locales/lang/table,table.member.member_proxy,代理,Agent,Agente,ตัวแทน,Đại lý,
src/locales/lang/table,table.member.member_proxy_tip,请输入上级代理,Please Enter Superior Agent,Insira o agente superior,โปรดกรอกตัวแทน Superior,Vui lòng nhập đại lý cấp trên,
src/locales/lang/table,table.member.member_rabate_failText,您确定启用该会员返水吗？,Are You Sure to Enable This Member Rebate,Você tem certeza de que deseja ativar o cashback deste membro?,คุณแน่ใจหรือไม่ว่าจะเปิดใช้งานโบนัสเงินคืนสมาชิก,Bạn chắc chắn muốn mở tiền hoàn trả của người chơi này?,
src/locales/lang/table,table.member.member_rabate_successText,您确定停用该会员返水吗？,Are You Sure to Disable This Member Rebate,Você tem certeza de que deseja desativar o cashback deste membro?,คุณแน่ใจหรือไม่ว่าจะปิดใช้งานโบนัสเงินคืนสมาชิก,Bạn chắc chắn muốn khoá tiền hoàn trả  của người chơi này?,
src/locales/lang/table,table.member.member_rabate_walter,返水状态,Rebate Status,Status do cashback,สถานะโบนัสเงินคืน,Trạng thái tiền hoàn trả,
src/locales/lang/table,table.member.member_ramark_massage,备注信息,Remarks Information,Informações de observação,หมายเหตุ,Thông tin ghi chú,
src/locales/lang/table,table.member.member_ramark_massage100,备注信息最大长度不能超过100,,,,Độ dài tối đa của thông tin ghi chú không được vượt quá 100 ký tự,
src/locales/lang/table,table.member.member_ratae_detail,结算日的实时汇率,Real-Time Exchange Rate on Settlement Day,Taxa de câmbio no dia do fechamento,อัตราแลกเปลี่ยนแบบเรียลไทม์สำหรับวันที่คำนวณ,Tỷ giá hối đoái thực của ngày kết toán,
src/locales/lang/table,table.member.member_rate_back,请输入返水配置,Please Enter Rebate Configuration,Insira a configuração de cashback,โปรดป้อนการปรับแต่งโบนัสเงินคืน,Vui lòng nhập cấu hình tiền hoàn trả,
src/locales/lang/table,table.member.member_rate_config,返水配置,Rebate Configuration,Configuração de cashback,ปรับแต่งโบนัสเงินคืน,Cấu hình tiền hoàn trả,
src/locales/lang/table,table.member.member_rate_level,变更等级,Change Level,Alterar nível,การเปลี่ยนแปลงระดับ,Thay đổi cấp bậc,
src/locales/lang/table,table.member.member_rate_vip,汇率,Exchange Rate,Taxa de câmbio,อัตราแลกเปลี่ยน,Tỷ giá,
src/locales/lang/table,table.member.member_rebateWalter_nomal,返水正常,Rebate Normal,Cashback normal,โบนัสเงินคืนสถานะปกติ,Tiền hoàn trả  bình thường,
src/locales/lang/table,table.member.member_rebateWalter_stop,返水停用,Rebate Disabled,Cashback desativado,ปิดการใช้งานโบนัสเงินคืน,Dừng tiền hoàn trả,
src/locales/lang/table,table.member.member_rebate_detail,返水详情,Rebate Details,Detalhes do cashback,รายละเอียดโบนัสเงินคืน,Chi tiết tiền hoàn trả,
src/locales/lang/table,table.member.member_rebate_model,返佣模式,Commission Mode,Modelo de comissão,โหมดค่าคอมมิชชั่น,Mô hình giảm giá,
src/locales/lang/table,table.member.member_rebate_nomal,返佣正常,Commission Normal,Comissão normal,คอมมิชชั่นสถานะปกติ,Giảm giá bình thường,
src/locales/lang/table,table.member.member_rebate_state,返佣状态,Commission Status,Status da comissão,สถานะคอมมิชชั่น,Trạng thái giảm giá,
src/locales/lang/table,table.member.member_rebate_status,返水正常,Rebate Normal,Cashback normal,โบนัสเงินคืนสถานะปกติ,Hoàn tiền bình thường,
src/locales/lang/table,table.member.member_rebate_stop,返佣停用,Commission Disabled,Comissão desativada,ปิดการใช้งานคอมมิชชั่น,Dừng giảm giá,
src/locales/lang/table,table.member.member_rebate_stoped,返水停用,Rebate Disabled,Cashback desativado,ปิดการใช้งานโบนัสเงินคืน,Dừng tiền hoàn trả,
src/locales/lang/table,table.member.member_rebate_walter,返水,Rebate,Cashback,โบนัสเงินคืน,Tiền hoàn trả,
src/locales/lang/table,table.member.member_receive_record,领取记录,Claim Records,Registro de recebimento,บันทึกการรับ,Lịch sử nhận lãnh,
src/locales/lang/table,table.member.member_recive_account,收款账号,Receiving Account,Conta de recebimento,ข้อมูลบัญชีรับเงิน,Tài khoản thanh toán,
src/locales/lang/table,table.member.member_recive_coin,领取币种,Claim Currency,Moeda de recebimento,สกุลเงินที่รับ,Nhận lãnh tiền tệ,
src/locales/lang/table,table.member.member_recive_message,收款信息,Collection Information,Informações de recebimento,ข้อมูลการปิดบัญชี,Thu thập thông tin,
src/locales/lang/table,table.member.member_recive_money,领取金额,Claim Amount,Valor recebido,จำนวนที่รับ,Số tiền nhận lãnh,
src/locales/lang/table,table.member.member_recive_time,领取时间,Claim Time,Hora do recebimento,เวลาที่รับ,Thời gian nhận lãnh,
src/locales/lang/table,table.member.member_recive_type,领取类型,Claim Type,Tipo de recebimento,ประเภทการรับ,Loại hình nhận lãnh,
src/locales/lang/table,table.member.member_record_login,登录记录,Login Records,Registro de login,บันทึกการล็อกอิน,Đăng nhập đăng ký,
src/locales/lang/table,table.member.member_registe_time,注册时间,Registration Time,Hora de registro,เวลาลงทะเบียน,Thời gian đăng ký,
src/locales/lang/table,table.member.member_register_demond,注册域名,Registration Domain,Domínio de registro,โดเมนที่ลงทะเบียน,Tên miền được đăng ký,
src/locales/lang/table,table.member.member_register_ip,同注册IP,Same Registration IP,Mesmo IP de registro,IP ลงทะเบียนเดียวกัน,Cùng đăng ký IP,
src/locales/lang/table,table.member.member_relegation,保级要求(积分),Retention Requirements (Points),Requisito de manutenção (pontos),คุณสมบัติการรักษาระดับ (คะแนน),Giữ cấp yêu cầu điểm),
src/locales/lang/table,table.member.member_remar_history,备注历史,Remarks History,Histórico de observação,หมายเหตุ,Lịch sử ghi chú,
src/locales/lang/table,table.member.member_remark_,账号备注,Account Remarks,Observação da conta,หมายเหตุบัญชี,Tài khoản ghi chú,
src/locales/lang/table,table.member.member_same_device,同登录设备,Same Login Device,Mesmo dispositivo de login,อุปกรณ์ล็อกอินพร้อมกัน,Đăng nhập cùng thiết bị,
src/locales/lang/table,table.member.member_same_register,同注册设备,Same Registration Device,Mesmo dispositivo de registro,อุปกรณ์ลงทะเบียนพร้อมกัน,Đăng ký cùng thiết bị,
src/locales/lang/table,table.member.member_select_level,请选择修改等级,Please Select Level to Modify,Selecione o nível a ser alterado,โปรดเลือกการแก้ไขระดับ,Vui lòng chọn thay đổi cấp bậc,
src/locales/lang/table,table.member.member_select_placeholder,请选择类型,Please Select Type,Selecione o tipo,โปรดเลือกประเภท,Vui lòng chọn loại hình,
src/locales/lang/table,table.member.member_setting_state,设置状态,Set Status,Definir status,ตั้งค่าสถานะ,Cài đặt trạng thái,
src/locales/lang/table,table.member.member_setting_walter,设置0不增加VIP流水,Set 0 to Not Increase VIP Turnover,Definir 0 para não aumentar o volume VIP,การตังค่าเป็น 0 จะไม่เพิ่มเทิร์นโอเวอร์ VIP,Cài đặt 0 không tăng cấp tiền vòng cược VIP,
src/locales/lang/table,table.member.member_sport_match,体育赛事,Sports Events,Eventos esportivos,การแข่งขันกีฬา,Sự kiện thể thao,
src/locales/lang/table,table.member.member_stop_reason,请输入停用原因,Please Enter Deactivation Reason,Insira o motivo da desativação,โปรดป้อนเหตุผลที่ปิดใช้งาน,Vui lòng nhập lý do vô hiệu,
src/locales/lang/table,table.member.member_stop_remark,请输入备注信息,Please Enter Remarks Information,Insira informações de observação,โปรดป้อนหมายเหตุ,Vui lòng nhập thông tin ghi chú,
src/locales/lang/table,table.member.member_this_account,该出款账号吗？,This Payout Account,Esta conta de retirada?,ใช่บัญชีจ่ายเงินหรือไม่,Tài khoản rút tiền này?,
src/locales/lang/table,table.member.member_this_discount,该会员优惠吗？,This Member Promotion,Esta promoção de membro?,ใช่โบนัสเติมเงินสมาชิกหรือไม่,Khuyến mãi hội viên này?,
